Name,Start,End,Size
FUN_SHOP_text__004704f0,0x004704F0,0x00470548,88
FUN_SHOP_text__00470550,0x00470550,0x0047066C,284
FUN_SHOP_text__00470670,0x00470670,0x004706E8,120
FUN_SHOP_text__004706f0,0x004706F0,0x004707C8,216
FUN_SHOP_text__004707d0,0x004707D0,0x00470840,112
FUN_SHOP_text__00470840,0x00470840,0x00470B58,792
FUN_SHOP_text__00470b60,0x00470B60,0x00470B68,8
FUN_SHOP_text__00470b70,0x00470B70,0x00470B78,8
FUN_SHOP_text__00470b80,0x00470B80,0x00470BAC,44
FUN_SHOP_text__00470bb0,0x00470BB0,0x00470BD8,40
FUN_SHOP_text__00470be0,0x00470BE0,0x00470C48,104
FUN_SHOP_text__00470c50,0x00470C50,0x00470C70,32
FUN_SHOP_text__00470c70,0x00470C70,0x00470C80,16
FUN_SHOP_text__00470c80,0x00470C80,0x00470C8C,12
FUN_SHOP_text__00470c90,0x00470C90,0x00470C9C,12
FUN_SHOP_text__00470ca0,0x00470CA0,0x00470CC4,36
FUN_SHOP_text__00470cd0,0x00470CD0,0x00470CD8,8
FUN_SHOP_text__00476a80,0x00476A80,0x00476AD4,84
FUN_SHOP_text__00476ae0,0x00476AE0,0x00476B34,84
FUN_SHOP_text__00476b40,0x00476B40,0x00476C18,216
